ID	GSM130365.CEL	GSM130366.CEL	GSM130367.CEL	GSM130368.CEL	GSM130369.CEL	GSM130370.CEL
100001_at	5.84654590918115	5.66227931440661	6.22455186617751	5.81456067994267	5.86169296866258	5.78726717324639
100002_at	6.8371264338194	6.65469626577723	6.99576742354345	6.74810692444597	6.69900544972564	6.86883087030674
100003_at	6.02032503583112	6.11563602510012	6.34840543941103	6.15053385048958	6.38607918368325	6.16144690326417
100004_at	8.24388514715739	8.25999943985232	8.21563544237949	8.23602389815979	8.18560155256673	8.22457531741818
100005_at	10.6613649470658	10.8223235022039	10.6778923207139	10.5008976717901	10.5921231568407	10.6232896287576
100006_at	5.64490227130709	5.6944954631065	5.59647024545516	5.69426661075974	5.57810290013958	5.67141868691376
100007_at	9.84474321027056	9.79646171380751	9.92155620814147	9.89397479480005	9.90272591697755	9.88931186012533
100009_r_at	11.8883849990233	11.921246433858	11.4241193269021	11.9519809890405	12.1580063023883	12.2983531719639
100010_at	9.959873356445	9.92846295541621	9.79268688288446	9.81735721213632	9.84606220358853	9.84452881560518
100011_at	8.76250027252918	8.86699496661821	8.7499478185564	8.87028026831619	8.73899162635906	8.80914072532622
100012_at	10.1382798390653	10.1995933107645	10.2533867606423	10.7471376939042	10.6268585128222	10.6264454446208
100013_at	7.50408985822546	7.68089140282868	7.88812474884201	7.59975010712725	7.66081736380279	7.59543745270073
100014_at	7.73526138368052	7.84585040424183	7.7222960118833	7.54347656181203	7.56231956155767	7.72371640243091
100015_at	8.27565316707624	8.4894939868248	8.39701922562819	8.53419101387183	8.88868089931931	9.06776702257004
100016_at	8.01558795773363	7.96679757684561	8.08156667632141	8.04989648447302	8.01614081223377	7.96354428420373
100017_at	6.28399071585639	6.24334263732037	6.32742938479354	6.43678354017523	6.25714503981759	6.29318127678743
100018_at	8.70427296987447	8.62552744116099	8.80627796507043	8.72312060324814	8.81330932203109	8.78771455026046
100019_at	8.93302960695074	8.81426562730359	8.89320839152905	8.82468342612692	8.86035475008704	8.85364457367206
100020_at	8.70663090762116	8.64325008333481	8.75498308430866	8.66480188955595	8.65130395242514	8.67053636461079
100021_at	5.42476143432873	5.6410172972475	5.65822339323916	5.3401256866499	5.65241993725968	5.45718521677512
100022_at	8.06078993047193	8.18860972460549	8.27655029370546	8.19336977059659	8.29191845358824	8.11781039979788
100023_at	11.6833238898155	11.7695546901684	11.6740718230922	12.2093867016191	12.1783396974861	12.2125724689326
100024_at	8.89669032589463	8.9184037626005	8.61297127433181	8.93454256194098	8.73112470284146	8.85880322656952
100026_at	11.6955002948306	11.6835856279195	11.7622494058928	12.2828166394952	12.2048503325226	12.2541508356902
100027_s_at	10.0466731142706	10.0589793802267	10.1653872598151	10.0847473177221	10.0930294345156	10.0283320281412
100028_r_at	8.62590987332832	8.54444308145319	8.84651559135795	8.75008385987577	8.66296602157431	8.73429759826669
100029_at	11.1445185371921	11.1638881181225	11.2572704622303	11.2644111479203	11.2263589503389	11.099845817928
100030_at	11.2122021949	11.2937527799328	11.1750826920829	11.6855256481338	11.6139545234545	11.7042918134294
100032_at	9.8441305732372	9.67708215898313	9.73030825010289	9.7891727870556	9.60276927136452	9.72306107504301
100033_at	11.1740117045196	11.2087039220681	11.2306962360532	11.2657655539126	11.1809128978501	11.2322132822617
100034_at	5.77126857241258	5.86388338455084	5.80127741267273	5.81119563596525	5.6614479210471	5.78759651304479
100035_at	5.5001207752181	5.7278772729815	5.69480561713584	5.64130276232541	5.50725056719512	5.62943406224051
100037_at	10.3045136424039	10.3589612187225	10.0536691976859	10.2938996928617	10.229341066509	10.333981342149
100039_at	9.86898270582682	9.9345722453791	9.88924722035079	9.90979256734813	9.85588777983056	9.93036437341983
100040_at	9.02113190907698	9.13489051634242	8.64532879773171	8.83378547802969	8.87386832950325	9.05116761813371
100041_at	11.2845250325804	11.2553020474642	11.2110211028676	11.6428423000187	11.6344191087591	11.7029333101183
100042_at	8.49552925330551	8.51914839801796	8.4320881370593	8.51454447543514	8.50645120395812	8.596896322466
100043_f_at	8.26131395983439	8.21052058780773	8.37789125695936	8.3338162585113	8.26545177621111	8.25942740961355
100044_at	5.95140381477303	5.85044969923657	5.79869461272278	5.68503415540484	5.71951771498971	5.83491000280186
100046_at	11.6012449208876	11.63386803889	11.4784373931715	11.720868457139	11.7730422745045	11.7781029725115
100047_at	5.62177043229827	5.52159289205832	5.60864393439501	5.54894449234544	5.5903912902578	5.55487873829619
100048_at	6.25138606162902	6.46085355201965	6.4373329617835	6.50193280406098	6.44827814091304	6.50032840813632
100049_at	5.62937739231785	5.57920039239473	5.79374201991338	5.5496197820186	5.52815271794778	5.56626294577178
100050_at	9.13088772505389	9.08581077390736	9.11186803432277	9.02414166135703	8.91104143943247	8.99617023543874
100051_at	10.3289639471913	10.3175429109502	10.4808062417089	10.4431040269991	10.2930294688804	10.2960003628898
100052_at	7.10881823883592	7.37313698293551	7.43016014284238	7.60964908289739	7.45143577702161	7.51037485388717
100054_s_at	9.23205001561886	9.14045819036933	9.34253864630083	9.24620952893027	8.98351750122405	9.15517466694734
100056_at	9.44862753767067	9.35469935378653	9.38495525178694	9.59648231871034	9.51922986419846	9.53233286731546
100057_at	8.74964897179527	8.8274440791455	8.61304921939967	8.69814610320097	8.70570977687828	8.71450418901851
100058_at	8.26487682243951	8.44615412718601	8.53292814096458	8.3062696557787	8.29596864711793	8.28152756488431
100059_at	10.4164545282428	10.5788950058105	10.4907709457513	10.5303446155546	10.4566419927193	10.4246292871982
100060_i_at	5.20777566101344	5.39747930709431	5.40815055888298	5.50440976865096	5.38204095214679	5.38687083054446
100061_f_at	7.2689610675188	7.34208751933485	7.42924568496863	7.71632078274911	7.49024660068363	7.53152722048133
100062_at	10.171394979748	10.3097334338256	9.93676645199778	10.2900051776377	10.2137042079165	10.2699782724613
100064_f_at	11.965725875007	11.7939406939829	11.6960635586364	10.3233569629244	10.3605454977578	10.4681553492131
100065_r_at	8.15891725124501	8.13409211475372	7.37027543869996	6.61493310333994	6.81153380946574	6.85262384188899
100066_at	11.0949620260748	11.2324969523276	11.0880706134657	10.9178211660753	10.8124837504285	10.9677752794003
100067_at	7.1181533577846	7.20340178139432	7.43504888478764	7.35517903045718	7.25493014178599	7.23169946275575
100068_at	5.5637839909144	5.71757642356704	5.67926120796454	5.70021106142717	5.60670680175418	5.52458158537819
100069_at	6.40881722364553	6.50117117291541	6.62111223369612	6.40171098768203	6.53671947152679	6.43219413021814
100071_at	8.66224362656588	8.66488697623631	8.83196612260923	8.78583105278195	8.7621008856233	8.63967910839533
100072_at	9.93385544853703	10.0559215581563	9.93054950784128	10.0532983967837	9.99031214189737	10.0288129253293
100073_at	8.2802850121108	8.27498269249541	8.0725534758127	7.41439958937008	7.35031358225246	7.47667896718833
100074_at	10.3376440270831	10.2700358326781	10.3056934743794	10.3167866462114	10.2906815791489	10.3743243918125
100078_at	7.83792982003105	7.9892687795707	7.91029566815255	7.96287846558932	7.92325526149859	7.87491717267795
100079_at	10.1440089730896	10.2170020819939	9.89929591709384	10.0843645207669	10.0925298832578	10.159950647717
100080_at	8.43933819608544	8.42251163796839	8.58807502893571	8.36756093671352	8.45711930812674	8.26102437461739
100081_at	10.4549242062304	10.5665538801743	10.1152692361226	10.5225193430343	10.3728901642227	10.5814214165686
100082_at	8.59057484384817	8.57644821452926	8.67487623437259	8.59144095002511	8.66961741122261	8.55824461371567
100084_at	10.6167094137135	10.6012881780815	10.42647021285	10.5246289214802	10.5208327295695	10.6870558962511
100085_at	7.38661331784248	7.5533084873314	7.88331108987756	7.85625355159482	7.80848774477847	7.83782180109719
100086_at	9.57957169559074	9.49342245790354	9.67022553937109	9.90764167972887	9.78376251641536	9.83119602784121
100088_at	10.0751841114694	10.0245276686838	9.17433697687339	9.50516511759401	9.91109047333284	10.0745367820885
100089_at	8.60831301430595	8.76076808592499	8.38900436510147	8.12303959309873	8.10850146652803	8.18317355660482
100091_at	10.8226393074311	10.8051416296112	10.8403369378587	10.8951924597717	10.7523571692972	10.7653114037331
100093_at	9.95694966144152	10.0940085874574	10.1312603184652	10.4412846631277	10.3388777394195	10.4180345199591
100094_at	10.7296788887623	10.8024333591947	10.6032462985474	10.6497575788942	10.4593391227687	10.6096847687667
100095_at	9.65702458084959	9.82475410348483	9.88467889932507	9.95404153565167	9.9374438879614	9.98591109881228
100099_at	9.99196021221382	9.92146011595426	9.97880920412367	9.80338662221918	9.78349437513867	9.8201128195099
100100_at	5.61973555002249	5.60913910292253	5.65948102530068	5.6352340641071	5.50198229052066	5.74597546562532
100101_at	11.4333890428569	11.459450647769	11.3376454901492	11.3376522601467	11.3960199219821	11.5269876522939
100103_f_at	9.72824165526847	9.70527021768838	9.79038628950856	9.81015290298176	9.7787608378981	9.6431800515177
100104_r_at	5.41130985527487	5.58567334403189	5.42751766569858	5.54802653655931	5.61930063545066	5.38690326449142
100106_at	8.81908382688005	9.01666460260976	9.21272996202995	9.24741849955401	9.05513482786709	9.03111676885729
100109_s_at	6.03015233713103	5.91859405081181	6.09416280519556	5.66877342152779	5.78849764751136	5.85499819720476
100112_at	7.33630795575365	7.32835510045375	7.41360977335904	7.21208514177877	7.34626059688804	7.33388355183883
100113_s_at	7.96725044318879	7.99881923543709	8.03525331397566	8.0503312768159	7.92725854224319	7.92604031677637
100115_at	9.61596499214288	9.67902541418719	9.42947339678554	9.53563221389683	9.48505458850114	9.49804447281436
