"padj","pvalue","stat","log2FoldChange","GeneID","fdr"
1.32384418655549e-29,3.06295016170027e-32,-11.8203802427226,-0.525592798630007,"4637",1
1.4208738230975e-29,3.38706513253279e-32,11.8119274258555,0.590264746137123,"2069",1
3.06029485442859e-29,7.50966275713389e-32,11.744803750299,0.543452565102314,"8614",1
8.36257556586557e-29,2.11072509549997e-31,11.657115420732,0.564252224480532,"2936",1
1.24142360165286e-28,3.3074456189307e-31,-11.6188011942852,-0.52127903866492,"51474",1
1.24142360165286e-28,3.29632256742361e-31,11.6190890244731,0.838094052455251,"26585",1
1.65429038581289e-28,4.52340496716698e-31,11.5920193574878,1.16706183072122,"100505994",1
6.26417609348183e-27,1.75676255864316e-29,11.2743474816503,0.532096500632106,"23764",1
6.52826237474983e-27,1.87659508774271e-29,-11.2685382194898,-0.45504690103806,"2872",1
1.12030385123878e-26,3.29893863507179e-29,-11.2187517630765,-0.881918544245021,"1462",1
1.67694823515659e-26,5.05565267557549e-29,11.1809314854016,0.474510480050246,"3576",1
2.74003810809902e-26,8.45275725698358e-29,-11.1352289004146,-0.815797681727763,"9249",1
2.77500541729013e-26,8.75518781308672e-29,11.1320963521823,0.598311303197132,"22949",1
8.41704397352956e-26,2.71460438044142e-28,11.0307931071913,0.449730873481064,"7980",1
1.56304245695332e-25,5.15059913600265e-28,10.9730485033186,0.757271593442925,"83706",1
4.55625909740745e-25,1.53334106902866e-27,10.8739962740871,0.522913062977404,"5447",1
5.82197617065084e-25,2.00011801417578e-27,10.849731603473,0.529173725896293,"5452",1
6.26925461451713e-25,2.19773351136407e-27,-10.8411160807541,-1.17192497964797,"3397",1
8.03444434399872e-25,2.87286448533923e-27,10.8165839607159,0.770160443412684,"6703",1
1.21336578318688e-24,4.42368511012535e-27,10.7769376372777,0.761984168216668,"79768",1
3.28569199712402e-24,1.22093301442595e-26,10.6831233824524,0.444498116692047,"3708",1
4.4892992767002e-24,1.69965758214829e-26,-10.6523785702984,-0.716781642573394,"280636",1
9.46855963942336e-24,3.65120087056219e-26,-10.5809797384577,-0.434293234242487,"2879",1
1.72734381471445e-23,6.78197108771012e-26,-10.5228106778637,-0.721707931953013,"6319",1
6.39185265110026e-23,2.55441072083513e-25,10.3971569348817,0.528259980023846,"83931",1
4.95183112076189e-22,2.02581778584424e-24,10.1979115237209,0.45034823005473,"60676",1
4.95183112076189e-22,2.04836315028361e-24,10.1968363403851,0.329969639734068,"10135",1
7.83156076645366e-22,3.29449376700007e-24,-10.1505653397878,-0.370426816723041,"9168",1
9.00315699637664e-22,3.8504702852063e-24,-10.1353361246614,-0.312795882828158,"60",1
9.7625878536706e-22,4.24371062839218e-24,10.1258281167785,0.604449826538984,"190",1
2.11125489955858e-21,9.32546159098299e-24,-10.0485229866012,-0.574010723478289,"10082",1
2.95090658221562e-21,1.32411148609549e-23,10.0139117012665,0.438510331138915,"3005",1
3.17025451192847e-21,1.44476297605939e-23,-10.0052841720275,-0.683345687473851,"389792",1
6.916564680954e-21,3.20054174397367e-23,9.92625396309813,0.680124184854344,"6617",1
1.21613988177562e-20,5.71277936471758e-23,9.86829423581595,0.922495432366336,"654433",1
1.23759428776087e-20,5.90033033497435e-23,-9.86505296125067,-0.574720996090229,"1116",1
1.31010777335203e-20,6.33789780279675e-23,9.85787098634114,0.532734595862552,"10105",1
1.31893791684495e-20,6.47308800246417e-23,-9.85575110340288,-0.417597593300289,"3315",1
1.53824288624515e-20,7.76509064079442e-23,-9.8374541180999,-0.442901384393771,"1718",1
1.53824288624515e-20,7.75652518889084e-23,-9.83756518407591,-0.535613910602083,"5874",1
4.41853106419958e-20,2.26146510332026e-22,9.72929876718763,0.46714640955078,"2729",1
8.87418038165755e-20,4.60414602988613e-22,-9.65670960873029,-0.392992897471566,"960",1
1.03113997885043e-19,5.42210603756447e-22,-9.63993734505649,-0.90687615898323,"169611",1
1.2749826012021e-19,6.79370943639902e-22,-9.61676047651048,-0.589477542994331,"7078",1
1.95710133486918e-19,1.05655754599262e-21,-9.57121583424805,-0.514113025400845,"79870",1
2.51279889992463e-19,1.37417313464293e-21,9.54400730616126,0.336881591447103,"3309",1
2.79986970373622e-19,1.55079370816211e-21,-9.53146480388273,-0.785591541393958,"3673",1
3.94369556407887e-19,2.21198657453768e-21,9.49453392799382,1.91570343605381,"348",1
7.20678053717265e-19,4.092752040321e-21,9.43020834490476,0.381001114041421,"6586",1
7.97219243364922e-19,4.58332594516747e-21,-9.41832694458007,-0.450646014764772,"493",1
8.17756562116899e-19,4.75873200979476e-21,9.41438206941042,0.336194938090855,"7184",1
1.17053266911792e-18,6.89369306638895e-21,-9.37536485020744,-0.431767962384781,"10123",1
1.71211633823679e-18,1.02033154841287e-20,-9.33391263492568,-0.273008324591719,"7431",1
1.80238016148487e-18,1.08676080689686e-20,-9.32722782830315,-0.307776178918577,"2887",1
1.99192787739848e-18,1.21501595270047e-20,9.31539325656308,0.83182291781719,"126014",1
2.10276913153456e-18,1.29736860110104e-20,-9.30842913168548,-0.488769692083563,"5019",1
2.76052329114733e-18,1.72254485670695e-20,9.27826880138766,0.451892235809647,"8870",1
3.05818318126831e-18,1.92972366482611e-20,9.26615770880579,0.412671422933294,"1106",1
3.59757701963369e-18,2.2953060982028e-20,9.24762753457041,0.436536631288383,"6533",1
4.7812982521486e-18,3.08405972935337e-20,-9.21599450551206,-0.477395583866352,"1827",1
8.21029544785457e-18,5.35341426523505e-20,-9.15664842412572,-0.751057406164408,"7052",1
8.92777582408449e-18,5.8838317847854e-20,9.14644426669531,0.307082562061669,"2673",1
1.03212578868808e-17,6.8745670563954e-20,-9.12961130582319,-0.316600572482805,"800",1
1.14777180198056e-17,7.80578172839617e-20,9.1158477084562,1.35919838159944,"643723",1
1.14777180198056e-17,7.78809134270115e-20,-9.11609370730324,-0.299929083366761,"7171",1
1.41073160633823e-17,9.69303073835424e-20,-9.09233969553752,-0.740346965270843,"8618",1
1.46582962235004e-17,1.01743765415869e-19,9.08707012600887,0.39544456277491,"51665",1
1.8285230742987e-17,1.28200453922646e-19,9.06189765703883,0.320161254647737,"19",1
1.92632281485236e-17,1.36407911589489e-19,9.05512783568699,1.15435296467461,"2151",1
2.36010628629238e-17,1.68779948960122e-19,9.031858904389,0.950390281912749,"201294",1
2.59017503493559e-17,1.87049027973334e-19,9.02060755181655,0.977751766784319,"7849",1
3.94896533739286e-17,2.87942505145382e-19,8.97323056985712,0.525734699719699,"6714",1
4.83416697935661e-17,3.55877117599694e-19,-8.94987748403971,-0.410916710085378,"196",1
7.1257715764212e-17,5.29574274066218e-19,-8.90589417970544,-1.13166976133128,"54873",1
7.26948213405604e-17,5.45351320440297e-19,8.90263734560528,0.679187263263282,"2717",1
9.13915116389977e-17,6.92020140013444e-19,8.87617005446506,0.379847348492558,"734",1
1.15116491554817e-16,8.79737613368511e-19,-8.84942195163156,-0.654457631773368,"2202",1
1.41618283141278e-16,1.09219737401252e-18,-8.82524571812447,-0.482768611203591,"5738",1
1.41727427998128e-16,1.10297584714241e-18,8.82414667686764,0.537226376061476,"2086",1
1.54924559304629e-16,1.21654284807673e-18,-8.81317144374926,-0.379014022110846,"3638",1
1.55672607089442e-16,1.23333131887449e-18,-8.81163545881546,-0.478400492021243,"4638",1
1.87202409190019e-16,1.49625426962506e-18,8.78995083828899,0.681975621854237,"5973",1
1.92263893444532e-16,1.5501891429658e-18,8.78597149271723,0.57215056024194,"9829",1
1.98312719982305e-16,1.61286373960228e-18,8.78151559648668,0.431413589547692,"7378",1
2.120918741831e-16,1.73979872953956e-18,-8.77299234233811,-0.483306015687538,"2224",1
2.75155056443826e-16,2.27640024261176e-18,8.74268236085726,0.787553643016801,"4803",1
3.54352348819729e-16,2.95645583043874e-18,8.71311150582303,0.336088585043037,"2512",1
3.58262768908682e-16,3.01419983657308e-18,-8.71091938215722,-0.58107541267564,"1803",1
3.65620851372507e-16,3.12737459632938e-18,-8.70674068844603,-0.539813403777266,"114",1
3.65620851372507e-16,3.10758747148046e-18,-8.70746039584177,-0.569815342481123,"4239",1
3.72023885412966e-16,3.20822673391256e-18,8.70384587361725,0.860847827548438,"933",1
3.94464269216908e-16,3.42940260694781e-18,8.69628044327405,0.36842921373393,"23352",1
4.55217528380408e-16,3.9894966730387e-18,-8.67908950120523,-0.52572698655763,"6383",1
4.86432136502766e-16,4.29716393461043e-18,8.67063519589629,0.391566647238309,"23768",1
4.88932320392639e-16,4.35353044169285e-18,8.66915132729956,1.06008626046659,"3589",1
4.9315319306416e-16,4.42568945609006e-18,8.66727915613687,0.521183734995328,"8877",1
4.96458436389508e-16,4.49015903346046e-18,8.6656318026855,0.319827030956278,"968",1
4.98770306606582e-16,4.54603799052483e-18,-8.66422274138908,-0.724662065273429,"80114",1
5.22689412694377e-16,4.80069501948842e-18,8.65801045695583,0.436211184195375,"245972",1
6.52269193443407e-16,6.03656548654068e-18,8.63185353016971,0.378385189590079,"92154",1
6.94251710196007e-16,6.47377672692063e-18,-8.62385378494769,-0.515955400344237,"79158",1
7.18998774400627e-16,6.75494887258529e-18,8.61898621038796,0.415037855609558,"4249",1
7.42920311239004e-16,7.03177746738172e-18,8.6143854077858,0.523111262010092,"5168",1
8.89986330231919e-16,8.48616286275966e-18,-8.59281836632432,-0.508210299492917,"55240",1
1.1503562048635e-15,1.10494846852906e-17,8.56244907993887,0.291455245800637,"2495",1
1.24252849475905e-15,1.20219401442017e-17,-8.55272180772192,-0.816938665740562,"7042",1
1.380619819524e-15,1.3454824014151e-17,8.53971933330239,0.443745262425724,"4015",1
1.66522934493603e-15,1.63452365064183e-17,-8.5172033422808,-0.561864101746397,"10381",1
1.87693907704133e-15,1.85548909670355e-17,-8.50250109488107,-0.435772852446259,"10512",1
2.17014443806652e-15,2.16055886002556e-17,8.48481839894606,0.433909810420492,"6868",1
2.76851972311716e-15,2.77570160839763e-17,8.45563602978883,0.572187902559139,"55652",1
3.42357976563963e-15,3.45646418181383e-17,8.43000636491103,0.342680139473275,"3842",1
3.62631982973722e-15,3.686576283474e-17,-8.42246086190358,-0.380881659612199,"1293",1
4.16682867772891e-15,4.26528070495984e-17,8.40536634068728,0.957312087142268,"3663",1
5.77582633961263e-15,5.9527902399429e-17,-8.36615693277832,-0.580868365171981,"5376",1
6.36321305948188e-15,6.60278716120955e-17,8.35393109748895,0.603407824384795,"79875",1
6.42834243382843e-15,6.71543870602563e-17,-8.35193364558354,-0.777583207510092,"11346",1
9.61506644983886e-15,1.01118976896574e-16,8.30346405575983,0.417656412415917,"100500842",1
1.03388808239019e-14,1.09456005357161e-16,8.29405043971839,0.471764574521424,"10687",1
1.16159463238468e-14,1.23790495774011e-16,-8.27940668297997,-0.840080447498335,"3398",1
1.20252575971318e-14,1.28995611888184e-16,8.27450014709823,0.373603603438048,"79745",1
1.26814947614275e-14,1.36924223042827e-16,8.26738935001967,0.414544470868242,"9663",1
1.29002178153493e-14,1.40190265819193e-16,-8.26457758275766,-0.489542176094034,"9890",1
1.51486708494954e-14,1.65686927891838e-16,8.24461926422872,0.320273276873278,"9975",1
1.79593271778306e-14,1.97687328536732e-16,8.22347661520891,0.500853753587768,"8237",1
2.15254425579293e-14,2.38450531035044e-16,-8.20097227257286,-0.336130825207063,"113146",1
2.57597191757991e-14,2.87162262423898e-16,8.17859931632025,0.274892603897294,"81539",1
2.61000206334759e-14,2.92785760454052e-16,8.1762616838617,0.411336259609634,"1244",1
3.31632319988375e-14,3.74344832911227e-16,8.14658526330068,0.335856351578343,"9805",1
3.33439455441674e-14,3.78722511263767e-16,-8.14517859458375,-0.585218445901925,"828",1
3.45408487064081e-14,3.94738718302217e-16,-8.14016526245953,-0.349392954067728,"8942",1
3.48776358657612e-14,4.01032902053204e-16,8.13824975912217,0.277106545691939,"7439",1
3.96491135033627e-14,4.58676556688975e-16,8.12197004382871,0.445465793213104,"4854",1
5.2288256192455e-14,6.08557142813401e-16,-8.08759229371588,-0.515254233668521,"51286",1
7.12475843746975e-14,8.34210656283705e-16,-8.04907654298694,-0.476497581424167,"4597",1
7.41951131001095e-14,8.73924069327518e-16,-8.0433819319607,-0.540471958990115,"93099",1
8.34092655286208e-14,9.88303012994245e-16,-8.0283028115225,-0.386632981774032,"1622",1
9.66647707526703e-14,1.15715083611499e-15,8.00892538615125,1.27783406656582,"7991",1
9.66647707526703e-14,1.15891998869148e-15,8.00873747650295,1.48081814731784,"80763",1
1.10455546612031e-13,1.33200266544691e-15,7.99159846670015,0.432383881432129,"284561",1
1.14582010311604e-13,1.389797923572e-15,7.98636145881,1.05107372095203,"100288175",1
1.14634808541893e-13,1.39847554415546e-15,7.98559373109438,0.363673015813363,"28996",1
1.22009664851538e-13,1.49699862224071e-15,-7.97719200301237,-0.432606717947904,"10346",1
1.30550603139105e-13,1.61094483295817e-15,-7.96812913496261,-0.678850180519781,"7424",1
1.56020737469573e-13,1.9361754562234e-15,-7.94536645366203,-0.380542392956102,"1545",1
1.59393609192159e-13,1.9892072099982e-15,-7.94201634327791,-0.325934395538476,"1435",1
2.06688769540964e-13,2.59393463842337e-15,7.90903414646186,0.430998569186078,"10437",1
2.08215495059282e-13,2.64219151710688e-15,-7.90673882212939,-1.02599546965725,"5122",1
2.08215495059282e-13,2.64229156599102e-15,-7.90673410634802,-0.270855894939334,"5315",1
2.23098471997385e-13,2.84680094675202e-15,-7.89744432638291,-0.597754016773866,"3122",1
3.98047616629848e-13,5.1071102743646e-15,-7.82424538847565,-0.247096986711371,"100507347",1
4.01077619440427e-13,5.17410656783556e-15,-7.82260548352326,-0.624685797877867,"1831",1
4.88065015396958e-13,6.33050745624603e-15,7.79718166770072,0.306035202742922,"81502",1
5.55042879727786e-13,7.23816697955326e-15,-7.78024947356224,-0.355342128579295,"3489",1
5.87620476730292e-13,7.74540066082135e-15,7.7716765812006,0.301685898062981,"1514",1
5.87620476730292e-13,7.71759750922599e-15,-7.77213197710792,-0.301236757470534,"10398",1
7.20043760725914e-13,9.54134970042752e-15,7.74522399121387,0.877144460230009,"1002",1
7.2342450281934e-13,9.63686850842562e-15,7.74395822214655,1.01643794814971,"400745",1
7.49524392586599e-13,1.00371001180706e-14,-7.73878543544009,-0.627146335994574,"624",1
8.29987337041717e-13,1.11727945531802e-14,7.72514288511203,0.370379756562577,"7357",1
8.67058056053615e-13,1.17326091858899e-14,-7.71891284341101,-0.835765547057293,"64759",1
1.00335955787725e-12,1.36473220380135e-14,-7.69961835036475,-0.554940676885657,"9201",1
1.04556872815021e-12,1.42947417786785e-14,7.69369335292728,0.3256608885962,"445815",1
1.04627382763833e-12,1.43777375178512e-14,7.69295296904717,0.467790597812985,"157807",1
1.16571911114066e-12,1.61008669210342e-14,7.6784629817813,0.323935627044842,"4097",1
1.27596961760579e-12,1.77131027333623e-14,-7.66622595935055,-0.344274039897223,"5654",1
1.35271144283004e-12,1.88732789120927e-14,7.65808035787768,0.272288474338387,"2318",1
1.42963932602182e-12,2.00468250160811e-14,7.65032739913172,0.343401806052559,"22809",1
1.50735967051404e-12,2.12423258622536e-14,-7.64287556932558,-0.306625258653322,"23406",1
1.70176940140333e-12,2.41013404671859e-14,7.62660672718604,0.361976938126198,"1728",1
1.74491759804203e-12,2.48347663466684e-14,-7.6227395450429,-0.321456950237825,"950",1
1.83279176532601e-12,2.62139465839238e-14,7.61576242252353,1.15235148730838,"5125",1
1.8336873927128e-12,2.63553190427066e-14,7.61506775001894,0.281498460333193,"23263",1
1.92917012499648e-12,2.78629352695278e-14,-7.60787953477166,-0.245974063243929,"3312",1
2.0309770060875e-12,2.94757232181247e-14,-7.60060160480822,-0.396720576903086,"3422",1
2.37075897646179e-12,3.45732221204552e-14,-7.57993346327966,-0.448499861226273,"2760",1
3.01139579790387e-12,4.41268822661368e-14,-7.54821359399218,-0.441325128705887,"56975",1
3.01288791287416e-12,4.43599846949151e-14,7.54752722117297,0.824344483874658,"2118",1
3.19009457183154e-12,4.71927332718541e-14,-7.53945839567906,-0.63772253894039,"103689845",1
3.23410907934714e-12,4.80706110090159e-14,7.53705432522186,0.33457856983203,"51726",1
3.25328884613922e-12,4.8583784913949e-14,7.53566891192816,0.396808179570018,"83693",1
3.27313262837301e-12,4.91096110546045e-14,-7.53426418707438,-0.610957843835513,"7291",1
4.12098771722247e-12,6.23256904324507e-14,-7.5031005820111,-0.51008181125774,"284618",1
4.12098771722247e-12,6.24085639010064e-14,-7.50292647134189,-0.29150711574889,"7077",1
4.26951442659712e-12,6.49572060977056e-14,7.49768007099399,0.380855370114189,"2052",1
4.53367135822712e-12,6.92940023903465e-14,-7.48920128291346,-0.537403541223335,"2530",1
4.60963232645519e-12,7.07782009039954e-14,7.48641898360335,0.496258393919082,"114818",1
5.64091092735373e-12,8.70083715920789e-14,7.45926210464445,0.283683162981251,"4131",1
6.12838087104706e-12,9.49570337587745e-14,-7.44773399477946,-0.336008575596943,"23089",1
6.38869022404507e-12,9.94383530630305e-14,7.44164606251274,0.954868057685346,"3162",1
6.5082919102738e-12,1.01756229123681e-13,-7.43860220962999,-1.08014051991713,"23428",1
6.75045692938706e-12,1.06015729662953e-13,-7.43318217588091,-0.388058150688978,"148252",1
6.76336553594079e-12,1.06692648502186e-13,7.43234058761641,0.302193024768134,"301",1
6.88618231773236e-12,1.09112893767616e-13,7.42937392089818,0.587736065937711,"22873",1
7.49124307950117e-12,1.19225420952588e-13,7.4176402388821,0.267321931594492,"5226",1
8.49145110527194e-12,1.362343883614e-13,-7.399951361186,-0.307070839056315,"60481",1
8.49145110527194e-12,1.36930081624661e-13,-7.39927494032901,-0.448856865622217,"7058",1
8.49145110527194e-12,1.3673620599112e-13,7.39946310509876,0.407880808881092,"9853",1
8.69490383170617e-12,1.40820499552978e-13,-7.3955534500078,-0.792486796902493,"11118",1
9.32181545058201e-12,1.51627370436446e-13,-7.385722825198,-0.389726777589408,"2182",1
9.38408770581756e-12,1.53298214643167e-13,7.38426468630504,0.607401301334113,"2201",1
9.77438071402974e-12,1.60359327426415e-13,-7.37827015746335,-0.503354893299606,"64167",1
1.09256813705934e-11,1.80779695958777e-13,-7.36229147360452,-0.259115416874786,"506",1
1.09256813705934e-11,1.80196496124797e-13,-7.36272266622167,-1.01501981023593,"25894",1
1.14501311608556e-11,1.90260189660154e-13,-7.35546739877578,-0.327333259470119,"5728",1
1.18477926374274e-11,1.97698566059575e-13,7.3503432061621,0.289524506456204,"9601",1
1.21802363855132e-11,2.04099873528546e-13,7.34608286254569,0.332590927835084,"22928",1
1.2512907746802e-11,2.10551627233576e-13,7.34191975579152,0.488691890257976,"8714",1
1.31890176999924e-11,2.22853064972178e-13,7.33431819056046,0.34698307983657,"8202",1
1.48766529730119e-11,2.52411836182351e-13,-7.3176176396549,-0.345303703301959,"25959",1
1.6007005863547e-11,2.72712783064006e-13,-7.30722643509393,-0.717224051849077,"7732",1
1.67805062325423e-11,2.87067483750986e-13,-7.30032779720868,-0.330861509977203,"8407",1
1.73021418668796e-11,2.98417366560498e-13,7.29510900864863,0.500290466563177,"2582",1
1.73021418668796e-11,2.97820691966613e-13,-7.29537847205298,-0.400679934676576,"3988",1
1.81688885070858e-11,3.14640360460646e-13,-7.287978417133,-0.402307355454253,"2934",1
1.88642569244317e-11,3.28005028202977e-13,-7.28237038700139,-0.383237237691938,"6307",1
2.09497935247239e-11,3.65736422046993e-13,-7.26767166182671,-0.32299864109489,"23467",1
2.32506966457919e-11,4.07535172225196e-13,7.25303484866657,0.383621920780428,"4651",1
2.82233046734361e-11,4.9667317345807e-13,7.2262062731625,0.483599378188821,"23743",1
2.87300244375847e-11,5.07604722587909e-13,7.22324759025344,0.402693688709897,"477",1
2.92226195538612e-11,5.18356779578412e-13,7.22039789552167,0.366392321038633,"23645",1
2.93850098462388e-11,5.23297518119937e-13,-7.21910782460116,-0.523335650040749,"9788",1
3.06477583609379e-11,5.47933701327852e-13,7.21284849251239,0.821826453684476,"344887",1
3.24455515785128e-11,5.8235022113856e-13,7.20455193933391,0.284092451338267,"7873",1
3.32006018322216e-11,5.98230012681831e-13,7.20088496963288,0.370127229569987,"85465",1
3.60947151895695e-11,6.52908681126617e-13,7.18895127288225,0.380315764115039,"3801",1
3.62784515712974e-11,6.58775780478583e-13,-7.18772956906843,-0.415305018095706,"1809",1
3.71330940189825e-11,6.76898579887503e-13,7.18402221589952,0.370916961640013,"2825",1
6.11596639044742e-11,1.11916653432432e-12,-7.1149952955761,-0.32106011858955,"51776",1
6.3371478521548e-11,1.16408380934204e-12,-7.10956605106909,-1.21433197803151,"1117",1
7.0034309397949e-11,1.29138493806777e-12,7.09522790515551,0.324984514965603,"2119",1
7.29395867347238e-11,1.35007017443505e-12,7.08907943912279,1.02862487781166,"105378948",1
7.71223308516271e-11,1.43289754439327e-12,7.08083371900032,0.286244314066915,"7295",1
8.11171439194934e-11,1.51280658224674e-12,7.07331032298276,0.376930585012594,"201931",1
8.34869343325156e-11,1.56285574330657e-12,7.06879433110097,0.333363834729722,"440026",1
8.43759085994457e-11,1.5854128517599e-12,-7.06680517774815,-0.344295950757068,"6641",1
8.81848047734883e-11,1.66316430512994e-12,-7.06015545936584,-0.696498428136416,"23052",1
9.4001626971159e-11,1.77946009130007e-12,7.05075779052396,0.702531496874325,"11309",1
1.00199490462283e-10,1.90381139418626e-12,-7.04135363029819,-0.598873407683892,"219285",1
1.05359930690506e-10,2.00924778432431e-12,7.03384051487368,0.3515044750192,"4363",1
1.07734835956648e-10,2.06209144052197e-12,7.03021932082558,0.379135910070445,"10769",1
1.13411329039587e-10,2.17876812137691e-12,-7.02253601778997,-0.405808312211073,"120",1
1.13411329039587e-10,2.18664484932247e-12,-7.02203196861779,-0.45932849421387,"79006",1
1.27942857672005e-10,2.47579252033046e-12,-7.00466400728579,-0.415476298312512,"3667",1
1.31441960743427e-10,2.55271844113646e-12,7.00037854478271,0.419502530135381,"11153",1
1.51897522536659e-10,2.96063319534399e-12,-6.97958023072063,-0.373378351108771,"4121",1
1.61203314997618e-10,3.15331451197752e-12,-6.97071622948737,-0.386181232821743,"8609",1
1.63762861193866e-10,3.21486371270297e-12,-6.96799643510113,-0.392689600838724,"23017",1
1.8529297033811e-10,3.650517048658e-12,6.95009059579793,0.31517444987131,"84823",1
1.99843266805145e-10,3.95118847641105e-12,-6.93891640150309,-0.339693374935358,"4493",1
2.02042134802175e-10,4.00882872810878e-12,6.93686983480395,0.52017898548655,"222235",1
2.49605623880472e-10,4.9700622016444e-12,-6.90642879405615,-1.21852156402384,"366",1
2.70168983375856e-10,5.39845476141899e-12,6.8946843215286,0.304208117453346,"3987",1
3.06357769763511e-10,6.14305000016575e-12,-6.87629204675074,-0.233141485791879,"231",1
3.1135664489625e-10,6.26511653125036e-12,-6.87348712758289,-0.704009674768687,"9882",1
3.35064838695417e-10,6.76566455474164e-12,-6.86251919189011,-0.404108147970468,"27350",1
3.57171359223289e-10,7.23708355994746e-12,-6.85289375842997,-1.2212168580525,"1278",1
4.0440981049163e-10,8.22259307597089e-12,6.83461434096453,0.311781879016809,"4925",1
5.33923288361418e-10,1.08933377910098e-11,-6.79417594264849,-0.566740132237453,"1277",1
5.94259148583078e-10,1.21660009385304e-11,-6.77822651006806,-0.683748542100689,"100506115",1
5.9740238435361e-10,1.22722357579477e-11,-6.77696999979387,-0.368554320921898,"57446",1
6.724714314337e-10,1.3861501846842e-11,-6.75934703367715,-0.326654745166015,"80381",1
7.25015643976463e-10,1.4995415759171e-11,-6.74794461934554,-0.413585010861615,"8406",1
8.00499979632334e-10,1.66127738884646e-11,6.73306330417765,0.26507123780836,"7316",1
8.5916876843776e-10,1.7890564693684e-11,6.72227763200788,1.61717925055953,"105374811",1
8.59263755395298e-10,1.79527868686671e-11,-6.72177188077956,-1.1764890260554,"56944",1
8.60475427235667e-10,1.80384317986023e-11,6.72107854590429,0.551414399692101,"6016",1
9.26492010376439e-10,1.94873170520179e-11,-6.70981361037785,-0.386607336018725,"5833",1
9.39413418051753e-10,1.98249624085801e-11,6.70730646773817,0.432359467330626,"3598",1
9.55250348311897e-10,2.02261519449059e-11,-6.70438127738348,-0.423490100915621,"4259",1
9.63155459898124e-10,2.046106039046e-11,6.70269474964356,0.238333126530021,"22885",1
9.97965150416719e-10,2.1270518525323e-11,-6.69702504052195,-0.384685976160039,"80830",1
1.08924018256811e-09,2.32923126749823e-11,-6.68373797178412,-1.31966089129416,"100131897",1
1.13967951021761e-09,2.44508118997819e-11,-6.67662464459186,-0.359585635156143,"3156",1
1.2062153959269e-09,2.59628497896347e-11,6.66782137429862,0.319350091969058,"8452",1
1.22403509675639e-09,2.64322239221038e-11,-6.66519051991528,-0.637569029939681,"5098",1
1.23284893149488e-09,2.67089896818285e-11,6.66366059063981,0.408032175014953,"10962",1
1.26953653326122e-09,2.75928153481722e-11,-6.65887677280462,-0.376353212672085,"6932",1
1.61039883643787e-09,3.51142142699416e-11,6.62335256611709,0.875459711059576,"654463",1
