"GeneID","logFC","logCPM","PValue","p.adj","fdr"
"93099",-0.605482911484137,6.12865065989878,4.15602010946758e-31,9.95248072785787e-29,1
"400745",1.08412417662414,3.57002792638818,4.88022704637464e-31,1.15221473208983e-28,1
"4239",-0.584928935890463,5.69273949537077,6.78231355872339e-31,1.57905447479e-28,1
"6714",0.550825696923027,6.17664680976989,1.24610911755524e-30,2.86144207364088e-28,1
"7424",-0.726092811137718,4.88152391139991,1.62261553577615e-30,3.67566273327239e-28,1
"55652",0.601246089910006,5.69094138299269,3.72589906264501e-30,8.32763279828245e-28,1
"64759",-0.939973614493338,4.36754355742228,4.21625648256505e-30,9.28853638835852e-28,1
"828",-0.627271179308019,5.49997521435604,4.26664261709483e-30,9.28853638835852e-28,1
"7078",-0.605175074067932,6.10466701965159,4.41870470604871e-30,9.49624961378135e-28,1
"10626",0.65439401443978,7.21237198281613,7.33184371795885e-30,1.55574299043221e-27,1
"11118",-0.890506732532435,4.30383946988442,8.69079709774608e-30,1.82104789686897e-27,1
"100288175",1.10817640210728,3.58438648794764,8.8845426906827e-30,1.8386615941224e-27,1
"79158",-0.551198936563453,6.1654902715384,9.73895536560721e-30,1.99090376577651e-27,1
"9518",0.650802912683727,10.1317468748931,1.11626587724756e-29,2.25445360244588e-27,1
"1002",0.930443626130102,3.95581188439051,1.84731997241466e-29,3.68650294018892e-27,1
"3122",-0.642192462815667,5.29983101606933,3.47755541756474e-29,6.85814840760444e-27,1
"5122",-1.13175429317426,3.76186365045202,7.10966603567983e-29,1.38580618321048e-26,1
"5125",1.2162028496349,3.10748190170108,1.05127218764941e-28,2.0255719174215e-26,1
"3157",-0.733021008650211,7.09972077773235,1.7427459439659e-28,3.31973298394322e-26,1
"771",-0.739323949804875,7.99077885521426,2.58335697299901e-28,4.86570931891936e-26,1
"284618",-0.573918598806644,6.01305874150898,2.87580725977857e-28,5.33670941111065e-26,1
"7732",-0.808002502743991,4.63222279027427,2.89709811138262e-28,5.33670941111065e-26,1
"9201",-0.598174541939433,5.46221874583934,3.30629155600702e-28,6.02427884275496e-26,1
"2582",0.545922504262852,5.70511199495227,3.68557880473832e-28,6.64315672084177e-26,1
"51286",-0.53703167607569,5.79550296319381,8.91908587778894e-28,1.59053868690825e-25,1
"3159",0.613172485799533,8.79928188096686,1.16981935792476e-27,2.06417704177818e-25,1
"7168",-0.624514813289013,6.91860234809181,2.16979816441176e-27,3.7887840239619e-25,1
"3398",-0.851680683322625,4.30229332568806,3.08499059434128e-27,5.33130900339617e-25,1
"22949",0.633076009655277,6.91063156048687,3.49578982536482e-27,5.97958416761128e-25,1
"857",-0.587137833999456,7.68831218938578,9.60890284786083e-27,1.62701048927971e-24,1
"7296",0.60630278868437,10.6654257024282,1.48086696797266e-26,2.48237729841257e-24,1
"147166",0.738708540997091,7.03554955994569,1.51590003586008e-26,2.51594379219035e-24,1
"6678",-0.702775077943854,6.61333935720098,2.41839389152286e-26,3.97446439250958e-24,1
"23657",0.59918324758728,8.978091802958,2.68329993704638e-26,4.36700551890373e-24,1
"2086",0.508536258253688,5.96244748398201,3.69618193505912e-26,5.95760555551884e-24,1
"7291",-0.666616852246103,5.18186865626837,4.1222553203251e-26,6.58108246996283e-24,1
"1117",-1.34524128786378,2.93930907369567,5.24536977059388e-26,8.29510693060993e-24,1
"8878",0.601989089791894,12.1886756276784,5.50905692175101e-26,8.63068422236563e-24,1
"79875",0.58311594615225,5.28930178791168,6.03077536018434e-26,9.36054512618241e-24,1
"114818",0.527542950494367,5.68596639747877,6.15062227498311e-26,9.45897992619651e-24,1
"1116",-0.633742125802322,7.01613600939999,6.3327350780545e-26,9.65051255576614e-24,1
"10630",-0.684577138560405,4.92593063315956,1.02934864741669e-25,1.55450192582396e-23,1
"5874",-0.593659889233862,7.26148574403102,2.38975831991906e-25,3.57674274257172e-23,1
"9788",-0.592223041516014,5.89553528867049,3.79436852958796e-25,5.62876103198964e-23,1
"25894",-1.07728504415863,3.45445586812977,4.489497757058e-25,6.60153078083887e-23,1
"114",-0.612101377003034,6.86839744963515,5.48320620571116e-25,7.99260744576837e-23,1
"23428",-1.20236873867126,3.52033627285518,7.45673792708609e-25,1.07756291268745e-22,1
"8237",0.522309671157972,6.04703430623775,1.1277701190524e-24,1.61579576971585e-22,1
"57190",-0.599685184573112,7.45837517065195,1.29683437207953e-24,1.84227411687874e-22,1
"3311",1.31110692687782,2.95391177132145,1.36171339319903e-24,1.91818500926012e-22,1
"103689845",-0.655113576719228,4.84273797729527,2.55589598774027e-24,3.57037370354085e-22,1
"23743",0.511372307486795,5.62484530018125,6.63954779464205e-24,9.1982429488913e-22,1
"23764",0.561117838618558,7.32770340548429,7.48882175093429e-24,1.02897638533534e-21,1
"5376",-0.580352172318593,5.6062987321389,1.08269366682975e-23,1.47554422252579e-21,1
"9890",-0.492272299119244,6.06988273500261,1.17459112687941e-23,1.58787669837738e-21,1
"2530",-0.567030349826677,5.48048578289246,2.29421170845959e-23,3.07662966951265e-21,1
"190",0.632931940591845,6.496966869271,3.21710622242015e-23,4.28002790527214e-21,1
"10381",-0.570465349702106,5.90557893098646,5.4242564870444e-23,7.1595914560886e-21,1
"100131897",-1.45260460221964,2.50724390377187,6.52713041459928e-23,8.48172768526572e-21,1
"10082",-0.605577033692247,6.60315379804933,6.50975231619344e-23,8.48172768526572e-21,1
"2118",0.84150914082297,3.9900950448676,1.58613603547488e-22,2.04526141251273e-20,1
"9531",0.457778045854487,6.28738536413594,1.74076332577714e-22,2.22751264351162e-20,1
"1831",-0.595960982852606,5.11831017381218,2.21483177534716e-22,2.81266856440489e-20,1
"8614",0.583754223301137,9.35336602063918,2.3597503484805e-22,2.97417256327659e-20,1
"11119",-0.794731293061275,4.14517997676348,7.59559336537677e-22,9.50186056595603e-20,1
"84962",0.564984499390597,5.11467794208388,9.24936591644658e-22,1.14849719153625e-19,1
"58472",-0.516398822956896,5.52333509089622,1.26100264758645e-21,1.55427848393321e-19,1
"10687",0.478172911281488,6.29305700908823,1.49225553142095e-21,1.82588901264302e-19,1
"22873",0.567612316890827,4.96187445826542,1.51747860823375e-21,1.84329666013205e-19,1
"105378948",1.04855706904485,3.17534785208493,1.59183021469956e-21,1.91970143086394e-19,1
"2224",-0.539736574583476,7.04062793434378,1.96407407847562e-21,2.35169812696334e-19,1
"9882",-0.81100499044697,4.84240881934666,2.33417956139073e-21,2.77502496365906e-19,1
"348262",-0.651712386496336,4.58696892444157,2.92058965047301e-21,3.44773551485064e-19,1
"2760",-0.478918267156748,6.28086813764586,3.07897681816901e-21,3.60929289531238e-19,1
"7328",0.520308718481202,9.35476043116561,3.34122260683796e-21,3.88950795544617e-19,1
"23052",-0.765035648667579,4.60605346545441,3.62683228718665e-21,4.19286825035241e-19,1
"4597",-0.53057927108011,6.47613260950359,4.56245901649786e-21,5.23839044476395e-19,1
"5447",0.557998733369722,7.99656923215404,5.66896619253561e-21,6.46454967928398e-19,1
"51474",-0.518993934851426,7.18963129642158,6.70515502683208e-21,7.59449416991799e-19,1
"51313",-2.48456576586204,1.10241134085784,7.07306540164272e-21,7.95743592803603e-19,1
"5452",0.523869919835417,6.76612487738925,7.84348974374963e-21,8.76536123829834e-19,1
"56975",-0.457907050770531,6.13827478058257,8.52383301105917e-21,9.46258362678045e-19,1
"4854",0.448238298422937,6.29520827889378,8.71445918484263e-21,9.61055784970507e-19,1
"6648",-0.552041713657549,10.3419596901346,9.50372959953163e-21,1.0412484920062e-18,1
"4638",-0.486359095679803,6.44003069788874,9.62336722364801e-21,1.04750977123384e-18,1
"55240",-0.567341173381683,6.9483739296383,9.91050619829519e-21,1.06543846722168e-18,1
"10105",0.557483072434303,6.74895163220647,9.91519423054243e-21,1.06543846722168e-18,1
"2114",0.439482396048211,6.24868755717639,1.17715127034345e-20,1.25685265890238e-18,1
"25849",0.550741296089035,5.18035686567892,1.18484878377064e-20,1.25706456723716e-18,1
"4897",1.32750741551784,2.5807298573986,1.32124985892997e-20,1.39296298020397e-18,1
"7045",-0.577015859846885,8.90245996594406,1.43537910456107e-20,1.50382874560982e-18,1
"54510",-1.2833910852433,2.6780094245889,2.18960775870234e-20,2.27977607820666e-18,1
"8877",0.563962990097423,6.4887922713327,2.21468080465741e-20,2.29164779805384e-18,1
"105374811",1.70839888167284,1.91259911630346,2.3234652604332e-20,2.38946307733999e-18,1
"9037",-0.9622163048303,5.18506240197192,2.77309709943451e-20,2.83447723645248e-18,1
"8714",0.474134998625202,5.56376888889647,2.83815764008043e-20,2.88339615276778e-18,1
"83931",0.542238168100334,6.87648182138737,3.34258998288136e-20,3.37541180018314e-18,1
"64167",-0.52087679811133,5.70067625374161,3.84784773102341e-20,3.86236356378116e-18,1
"5552",-0.609970446186644,4.76808766609063,4.62514087963871e-20,4.61495455746332e-18,1
"4637",-0.536191275444364,7.66695858267495,4.69012808321197e-20,4.65210751827705e-18,1
"222235",0.564928112809622,5.63355833708092,4.93127012273975e-20,4.86252241573449e-18,1
"1917",0.969085060288719,3.16241885504684,8.78352249792249e-20,8.61042032939618e-18,1
"6713",-0.513102668308643,7.28836382428254,1.27815166985036e-19,1.24567770009893e-17,1
"2936",0.57228045967632,7.70572723378702,1.43074663710021e-19,1.38633559986767e-17,1
"219285",-0.610197253092243,4.87865696061592,1.55308895074488e-19,1.49623161386991e-17,1
"11309",0.701925926227793,4.23842782187064,1.72861052336884e-19,1.65581132589896e-17,1
"7058",-0.514980601051902,6.55774368013941,1.84498943450523e-19,1.75724760742109e-17,1
"7430",0.492079231821608,5.48041852099019,2.31160749969696e-19,2.18923596143617e-17,1
"5098",-0.722147525552496,4.92734349721486,2.49496388726796e-19,2.34961121585802e-17,1
"8406",-0.452413565271855,6.15491264995593,3.04837289998563e-19,2.85474161577984e-17,1
"55902",-0.466882606484489,6.09890633563061,5.51422527575959e-19,5.13527546097545e-17,1
"100506115",-0.682399304293964,4.27561654908548,5.75141370118421e-19,5.3265717056879e-17,1
"4828",-1.03451378656896,4.134450621578,5.97036420157865e-19,5.49896786324522e-17,1
"5738",-0.514057621266202,6.52564271615003,6.19218917009916e-19,5.67211295400941e-17,1
"53838",0.437387937039327,5.80466488817839,8.49849001783622e-19,7.74240153092329e-17,1
"2201",0.588507478449257,4.92542620938883,8.90070014897868e-19,8.06499657282863e-17,1
"114897",-0.52858271814736,5.47388895860696,9.68481622433944e-19,8.72831044992484e-17,1
"107986003",0.429281046545711,5.8520266923108,1.01364130088172e-18,9.08645407843865e-17,1
"90271",0.698912305692117,4.08536190164735,1.11291217920848e-18,9.92326960642117e-17,1
"3598",0.463016022419603,5.95049415844825,1.12910797242387e-18,1.00144110802864e-16,1
"6347",-1.84172422651747,1.50567312142249,1.22433647019374e-18,1.08018696051883e-16,1
"5019",-0.506331992746746,6.5799233297455,1.23841240231322e-18,1.08688518848045e-16,1
"245972",0.485111464979636,7.71114459243644,1.57562767941055e-18,1.3756378536437e-16,1
"55248",0.624013063687476,4.85123844862134,1.90837320472959e-18,1.65751606377627e-16,1
"157807",0.470714851264365,6.12533847500353,2.33375709003405e-18,2.01653454124953e-16,1
"2729",0.499842704527241,7.54725466250447,2.47445850619075e-18,2.12714604816797e-16,1
"90637",0.521486265014284,5.54795736956081,2.72401166381013e-18,2.31789885890605e-16,1
"27350",-0.416524725285845,6.04548144822015,2.71806408556048e-18,2.31789885890605e-16,1
"55601",-0.697876378182531,4.37470529092382,3.47884262079826e-18,2.94524438648693e-16,1
"1847",0.45622591590591,5.57340544003198,3.50297107233055e-18,2.95076904952146e-16,1
"11153",0.422785699428607,5.95590114036042,3.94698797289567e-18,3.30816796948251e-16,1
"1001",-1.05208135894096,2.88288016740569,4.41600895134732e-18,3.68286358464852e-16,1
"6451",-0.455606774132705,5.66244516407444,5.27785952332685e-18,4.37983956383802e-16,1
"2872",-0.474511240369307,7.98125572084448,5.39285052637994e-18,4.45321937801512e-16,1
"3958",-0.509471930072659,9.4060968523064,6.15482179209048e-18,5.05751361278494e-16,1
"54587",-0.604783612632855,4.81413949682254,7.61239946289466e-18,6.22471474129284e-16,1
"11346",-0.780526940014845,5.00506500899714,8.4755384638633e-18,6.89686656649225e-16,1
"6520",0.522439858325256,11.0721567941985,8.52658738077969e-18,6.90488812869613e-16,1
"344887",0.849202878061723,4.07783996369376,8.5935035430283e-18,6.92562018710497e-16,1
"56666",1.38040634480757,2.13858633068067,9.71737740354608e-18,7.79389461318866e-16,1
"1230",-1.0530542026665,2.90582328042648,1.06690127495349e-17,8.51641241525967e-16,1
"54674",-0.870207288107637,3.43042232267777,1.62717936129671e-17,1.29272074092022e-15,1
"84913",-1.49876829255836,1.94729929677933,1.71481204463365e-17,1.35591482566952e-15,1
"57621",0.489411656052135,5.19752038093511,1.90537811164636e-17,1.49952362842854e-15,1
"4060",-1.23711825016475,2.81349947190207,2.19444445290489e-17,1.71894730673106e-15,1
"56944",-1.28313977070551,2.95492811994692,2.62248778034183e-17,2.04468663543582e-15,1
"23017",-0.431332087044282,6.43275331500844,2.8976561023634e-17,2.24876894647767e-15,1
"10962",0.454449967265051,6.43317886480438,3.15112316095188e-17,2.4342063385731e-15,1
"60676",0.463257685094575,7.29557608191974,4.25275817184507e-17,3.26102082910896e-15,1
"79006",-0.435527650022402,5.80614004560948,4.26035650882815e-17,3.26102082910896e-15,1
"399473",0.713844840506585,4.1812004962134,4.86387856316171e-17,3.70605437973999e-15,1
"79870",-0.493093847759792,6.64918025574751,5.10318162358583e-17,3.8707978984692e-15,1
"2697",-0.750467619226172,5.09577920349885,5.3436994521171e-17,4.03497450071346e-15,1
"654463",0.840955640959014,3.37536435426071,5.40537754073806e-17,4.06324411279785e-15,1
"1718",-0.4791262465672,8.17244331519918,5.59610664943824e-17,4.18783641805952e-15,1
"493",-0.483027471651778,7.49824529967167,6.22472815771729e-17,4.63756080479177e-15,1
"6868",0.467295215320807,6.92260793053546,7.00671375819496e-17,5.19705941277089e-15,1
"1809",-0.409464881549515,6.19018683030697,7.16301844103386e-17,5.289589344804e-15,1
"3553",0.510183784505636,6.1223190218773,7.66462600311772e-17,5.63518095132729e-15,1
"4259",-0.414432079440495,5.81976446493694,8.36250338295358e-17,6.12142551128607e-15,1
"80176",0.402978734469795,6.33489778118724,8.43863913792191e-17,6.15030034212979e-15,1
"120",-0.402071049430228,6.13707630929616,8.9928885406308e-17,6.52587838123784e-15,1
"7378",0.470198621152765,7.53829897862421,9.98087619355767e-17,7.21161326002617e-15,1
"8870",0.47009015477821,6.97646171974417,1.18473267261247e-16,8.52346514635314e-15,1
"105377105",0.761899759001844,3.53136723914027,1.42945334773289e-16,1.02401395162591e-14,1
"1277",-0.633498673345433,5.61573093149615,1.65958948576217e-16,1.18381695956728e-14,1
"80852",0.408575959294148,5.96540663470377,1.9850035922712e-16,1.4099413227645e-14,1
"1827",-0.469467221848651,6.58438946628625,2.0089107257883e-16,1.42090170870841e-14,1
"54899",-0.47022336947419,5.68752263275403,2.07604090531695e-16,1.46221318049697e-14,1
"284561",0.469822987634852,6.77995369101922,2.15505461713558e-16,1.51151383042024e-14,1
"23635",-0.620700655640275,4.41068072420983,2.23417780294409e-16,1.56048010461466e-14,1
"134265",0.824620058538866,3.42938845581033,2.31732264328021e-16,1.61183732237785e-14,1
"541471",0.489581001141256,4.95515370460019,2.73291268614433e-16,1.89305022139824e-14,1
"7114",-0.462956095689189,9.14658895707207,3.02389247260226e-16,2.08598804601776e-14,1
"113",0.416659734249334,5.71198157693304,3.23164257185552e-16,2.22016493573828e-14,1
"477",0.426368350972327,6.4389731689562,6.89954150847617e-16,4.72069446149331e-14,1
"340371",-0.420549193560505,5.78955862716181,7.00798301767506e-16,4.77539915956452e-14,1
"3005",0.458856165618377,7.76398718986461,7.2533029880335e-16,4.92255538414597e-14,1
"4835",0.485828430823887,5.13956008953395,7.51703128494655e-16,5.08096755764351e-14,1
"10346",-0.443773167771064,6.45984642742667,7.67110744646845e-16,5.16428811747593e-14,1
"7980",0.44312196562306,7.69538539402346,7.97931451629341e-16,5.35028996946506e-14,1
"3119",-0.650349158887455,4.06654222824183,9.02648129925881e-16,5.98066822211365e-14,1
"10898",0.408691326298995,5.69210838500257,9.01014108103131e-16,5.98066822211365e-14,1
"55366",-0.802636650513113,3.55532920737543,9.00474862888821e-16,5.98066822211365e-14,1
"285513",-1.53039628295928,2.1529087304476,9.73306529830846e-16,6.4234399053364e-14,1
"79822",-0.518537060958631,4.81992017639996,9.79701067434085e-16,6.44028587976375e-14,1
"3482",0.468104635291479,10.2742002647555,1.0620771692261e-15,6.95453108895983e-14,1
"4017",-0.509684803322571,7.65824278142606,1.07296911782882e-15,6.99851413313793e-14,1
"389136",-0.640275842523584,4.66580566388993,1.30036856889253e-15,8.44886756602541e-14,1
"4015",0.476444084315044,7.1867653388084,1.32537902225565e-15,8.57811913130169e-14,1
"64061",0.527375019202029,4.75163848281585,1.41759260584412e-15,9.13965571221733e-14,1
"3123",-0.406214462418921,5.98843386856545,1.65425802687069e-15,1.06246464767944e-13,1
"5833",-0.450145182303358,6.91795435533283,1.80412545471531e-15,1.1542959922669e-13,1
"284297",-0.515083484471544,5.24256283615168,1.84102278655856e-15,1.17342452361525e-13,1
"100127983",0.582534502218491,4.45839434788303,2.03017608876296e-15,1.28908491575506e-13,1
"2934",-0.450338007270255,6.72880195499583,2.09854932435514e-15,1.32747103110057e-13,1
"2357",-0.41075402099343,5.6976867155372,2.5290621433097e-15,1.59378453790604e-13,1
"9935",-0.761527242468574,3.67032448761448,2.55236652493247e-15,1.60244644409899e-13,1
"7358",0.464924746672348,6.39135364353194,2.67059295147117e-15,1.67041603154893e-13,1
"9379",0.405655002458783,5.88309804959551,3.140604925251e-15,1.95709889821497e-13,1
"2123",-0.72162513434545,4.17619152016776,3.28776427530947e-15,2.04121453877825e-13,1
"2998",1.57434426041955,1.34187589595304,3.52491868181054e-15,2.18037682151993e-13,1
"102724895",0.767316535809683,3.37626804070896,3.787581811744e-15,2.33423654081856e-13,1
"1106",0.434761765528979,7.48440118254006,4.51069115149117e-15,2.76969654844126e-13,1
"3939",-0.483104234418483,8.52680766044741,4.60166294099709e-15,2.81524364525307e-13,1
"84898",-0.67038497450432,4.00280440976474,4.78393300003341e-15,2.91611159562036e-13,1
"90293",-0.558867085557833,4.52660036957249,5.17534965016269e-15,3.1432748617999e-13,1
"7025",-0.855599848094408,4.06224687478048,5.24871252284857e-15,3.17632375525309e-13,1
"26175",0.473831004863855,5.1131441144017,5.75177198077696e-15,3.46823574509943e-13,1
"83729",0.451401993122671,5.51919543189544,5.99568782845434e-15,3.60235537879499e-13,1
"84777",0.738466489024109,4.326962378319,6.64564737785451e-15,3.97860667839197e-13,1
"71",-0.42356065226191,10.9772886538047,6.76488110368637e-15,4.02126602627995e-13,1
"8544",0.462100977946336,5.00048866175541,6.75383446807051e-15,4.02126602627995e-13,1
"3638",-0.424501881594763,9.0824162785482,7.28889111735912e-15,4.31744458658272e-13,1
"6533",0.438071136708524,6.9694716967503,7.38663106925803e-15,4.35993297936523e-13,1
"10123",-0.434143550614699,7.10645408675396,8.76034478663668e-15,5.15261963713651e-13,1
"50804",0.502896917032326,4.69764414720385,1.02347569597633e-14,5.99878429778016e-13,1
"3988",-0.431870730037435,6.47655425161823,1.0601510964987e-14,6.19209506292954e-13,1
"1622",-0.426731039162872,7.35816055038406,1.14372617572797e-14,6.6570423207389e-13,1
"79674",0.436430049714544,5.63986376795449,1.16701602470762e-14,6.76909675507746e-13,1
"9663",0.436437584973194,6.84408052830865,1.24189536579412e-14,7.17858345407131e-13,1
"960",-0.428615709947245,9.1168203157521,1.25867843529392e-14,7.25059333705569e-13,1
"1646",0.463691738876366,5.1723794241579,1.26988058043195e-14,7.2900712910208e-13,1
"51665",0.423430571104522,7.79072749745849,1.29378388745757e-14,7.40194515544411e-13,1
"9853",0.440720035835223,6.51953263394382,1.36189310549596e-14,7.76510684606422e-13,1
"3422",-0.432919106291782,6.77679468235651,1.3859365792522e-14,7.87540843322191e-13,1
"1244",0.429557396571422,6.7116739626633,1.50749905843661e-14,8.53723199884219e-13,1
"100500842",0.434829563686099,6.76072330120119,1.56079572185865e-14,8.80929922071265e-13,1
"6307",-0.442716499999283,7.93821684558972,1.65320498475644e-14,9.29955542264167e-13,1
"81855",-0.377519124620014,6.12601628147412,1.78950011531971e-14,1.00325720512055e-12,1
"8604",-0.48433053887275,4.88471567896648,1.97319500160321e-14,1.10255559372916e-12,1
"4192",0.702475766889388,3.60452631087956,2.15166127716168e-14,1.19828232521798e-12,1
"23545",0.384795923358272,5.68745182850042,2.17253383538644e-14,1.20590015505241e-12,1
"125228",0.362957022857304,6.27558630765022,2.18911629644537e-14,1.21109427317867e-12,1
"54518",-0.518945703531503,4.64980940361712,2.2015827317364e-14,1.21398458329267e-12,1
"9064",-0.511457663043837,4.80380363691809,2.53975669245747e-14,1.39586693231687e-12,1
"23765",0.362538754106781,6.15737826186484,2.57866371177333e-14,1.41261894772733e-12,1
"56288",0.37607126245951,5.88469582810045,2.67027445513036e-14,1.45803943620033e-12,1
"2879",-0.433581534994501,7.97778605329821,2.69930367370172e-14,1.46910478838513e-12,1
"3315",-0.432993252548189,7.92065792482865,3.00454680742275e-14,1.62994233439571e-12,1
"11015",-0.494360248041772,5.02371424043428,3.07921468169117e-14,1.66506050674803e-12,1
"847",-0.492550976413592,5.02325180239861,3.13310605043743e-14,1.68875423548175e-12,1
"645687",0.73937398720058,3.55648156114504,3.41003859470576e-14,1.83213067189271e-12,1
