"GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B","fdr"
"399726",-0.2418855820927,4.15949980350983,-4.12342871465294,0.00131776867918529,0.00930429562610044,-1.05581831239097,1
"10890",0.116824161429752,8.66030264763107,4.12314619138519,0.00131844712710657,0.00930499666876408,-1.75349123480836,1
"50618",0.14125144056907,6.41743109518465,4.12292842064485,0.00131897032510084,0.00930499666876408,-1.49889356687475,1
"105369724",1.65072872904537,-1.19191829543266,4.12183327736059,0.00132160467574258,0.0093160290810811,-1.84001949972831,1
"25842",0.186901051235332,5.98038848826803,4.12166148986619,0.00132201840035991,0.0093160290810811,-1.42560365520117,1
"23450",0.14517843575026,7.60678063697908,4.12159039933885,0.00132218965041288,0.0093160290810811,-1.65341251341477,1
"6443",-0.143109796852392,6.33648111709602,-4.12048911301535,0.00132484546633423,0.00933084737699397,-1.49728983552913,1
"23039",-0.14313633912677,6.96116284186157,-4.11998940221903,0.00132605236297346,0.0093354528739441,-1.58810891100683,1
"166929",-0.234571551233286,4.96369262270682,-4.11974512432929,0.00132664275334814,0.00933571611589136,-1.23697911647066,1
"100534599",0.176491378375247,5.75532620158009,4.11777455924991,0.00133141530351331,0.00936192071961512,-1.39127904303814,1
"8773",-0.151599269421772,6.15084785392564,-4.11774969586458,0.0013314756336806,0.00936192071961512,-1.47178101607996,1
"83450",-0.528810293060635,1.60556618256111,-4.11688180412792,0.00133358331246571,0.00937283658661369,-0.760349566262603,1
"158293",0.161028472266711,6.14846141699088,4.1164935588131,0.00133452728205529,0.0093755678633614,-1.46567442633276,1
"27010",-0.414423411678495,2.46020214415214,-4.11404193787061,0.00134050403356971,0.00941363939048414,-0.791678951411632,1
"5602",-0.375075156892069,2.89091731707955,-4.1137622045463,0.00134118774235017,0.00941452451823514,-0.842987080087971,1
"100873919",-1.27479390161757,-1.25148459246811,-4.11301475154953,0.0013430163914563,0.0094234425272507,-1.60308260532504,1
"5527",-0.139242704176431,6.34520400523002,-4.11103863896524,0.00134786336613076,0.00945352278646427,-1.51616486372431,1
"1654",0.125919912224572,8.52665433159132,4.11057801672318,0.00134899576385715,0.00945753591587888,-1.76446104755921,1
"729867",0.208126489093381,5.34367180631622,4.10979593095555,0.00135092069890871,0.00946709972560267,-1.32258268635929,1
"10965",-0.205142228618529,4.89908875065175,-4.10913270240254,0.00135255531308091,0.00947192607554826,-1.24178605862258,1
"9883",0.171616661312848,6.34932122283085,4.10906125162181,0.00135273153466099,0.00947192607554826,-1.51295742285712,1
"79734",0.167003843637223,5.60722885396605,4.10856225355036,0.00135396289173726,0.00947661755319585,-1.37981152962778,1
"100506658",0.45491074224739,2.38493738677002,4.10831964172626,0.00135456199271468,0.00947679452610961,-0.784605762396286,1
"55055",-0.372557334171556,3.15844772063718,-4.10792944667948,0.00135552610655298,0.00947679452610961,-0.894235836311909,1
"83666",-0.198875251302684,4.78679955576554,-4.1078703281106,0.00135567224147345,0.00947679452610961,-1.2193925567431,1
"79993",-0.152032718301818,6.70720722266131,-4.10761133246551,0.00135631264322165,0.00947734687204798,-1.57725732106087,1
"2537",-0.304898007819496,3.69535481157894,-4.1045135959854,0.00136399644921661,0.0095258759529065,-0.996692384461473,1
"57575",0.631506045976312,1.31047685225912,4.10435694213475,0.00136438621337092,0.0095258759529065,-0.821106168517444,1
"4540",-0.254253402262932,8.30957775202078,-4.10376923720746,0.00136584948273497,0.00953215004858691,-1.76286703205084,1
"390940",0.80640675934527,0.605002841934811,4.10331112979848,0.00136699120251857,0.00953617581856136,-0.985839677672703,1
